CaseNumber,ProductFamily,CaseAge,Priority,Escalated,DateOpened,DateInitialResponse,TimeToInitialResponse,DateEscalated,DaysToEscalate,AverageCSAT
913245,Steelhead,1,P3,0,1/1/18 18:32,1/1/18 18:47,0,,0,4.5
913248,NPCM,16,P1,0,1/1/18 22:46,2/1/18 0:25,1,,0,5
913285,Steelhead,2,P3,0,2/1/18 16:42,2/1/18 20:52,4,,0,4.8
913287,Steelhead,33,P1,0,2/1/18 17:23,2/1/18 22:14,4,,0,3
913297,NPCM,7,P3,0,2/1/18 19:11,2/1/18 19:31,0,,0,4.4
913302,Steelhead,0,P1,0,2/1/18 20:52,2/1/18 21:27,0,,0,5
913332,Steelhead,21,P2,0,3/1/18 0:38,3/1/18 1:13,0,,0,3.4
913361,Steelhead,3,P3,0,3/1/18 2:32,3/1/18 3:05,0,,0,5
913428,NPM,7,P2,0,3/1/18 7:13,3/1/18 7:17,0,,0,5
913511,Steelhead,5,P2,0,3/1/18 19:35,3/1/18 21:02,1,,0,4.6
913517,Steelhead,1,P2,0,3/1/18 20:04,3/1/18 21:14,1,,0,5
913550,Steelhead,2,P4,0,3/1/18 23:18,3/1/18 23:21,0,,0,4.75
913569,Steelhead,14,P2,0,4/1/18 1:02,4/1/18 1:17,0,,0,5
913628,Steelhead,0,P4,0,4/1/18 3:31,4/1/18 3:34,0,,0,5
913676,Steelhead,26,P2,0,4/1/18 6:33,4/1/18 6:36,0,,0,4.8
998593,Steelhead,14,P3,0,4/1/18 10:29,4/1/18 18:58,8,,0,5
1051562,Steelhead,5,P4,0,4/1/18 20:39,4/1/18 20:42,0,,0,4.8
1051589,Steelhead,19,P4,0,4/1/18 23:04,5/1/18 1:12,2,,0,4.8
1051624,Steelhead,55,P3,0,5/1/18 1:47,5/1/18 5:46,3,,0,5
1051646,Steelhead,4,P3,0,5/1/18 2:39,5/1/18 2:42,0,,0,4.8
1051676,Steelhead,11,P3,0,5/1/18 3:44,5/1/18 3:55,0,,0,2.2
1051679,NPM,27,P2,1,5/1/18 3:49,5/1/18 3:53,0,9/1/18 2:29,3,4.6
1051720,Steelhead,1,P3,0,5/1/18 6:04,5/1/18 6:43,0,,0,5
1051744,APM,8,P2,0,5/1/18 7:24,5/1/18 7:49,0,,0,3
1051811,APM,11,P2,0,5/1/18 14:04,5/1/18 14:17,0,,0,5
1051848,Steelhead,0,P4,0,5/1/18 19:21,5/1/18 19:45,0,,0,5
1051854,Steelhead,18,P2,0,5/1/18 19:52,5/1/18 20:53,1,,0,4
1051888,Steelhead,0,P3,0,5/1/18 22:35,6/1/18 2:48,4,,0,5
1051902,Steelhead,24,P3,0,5/1/18 23:23,6/1/18 4:52,5,,0,4.8
1051938,Steelhead,28,P2,0,6/1/18 1:23,6/1/18 2:21,0,,0,5
1051965,Steelhead,6,P4,0,6/1/18 2:16,6/1/18 2:56,0,,0,5
1051978,Steelhead,5,P4,0,6/1/18 2:46,6/1/18 2:48,0,,0,5
1052004,Steelhead,41,P2,0,6/1/18 4:14,9/1/18 2:33,22,,0,4.2
1052005,Steelhead,0,P4,0,6/1/18 4:15,6/1/18 5:06,0,,0,4
1052048,APM,5,P2,0,6/1/18 6:00,6/1/18 6:33,0,,0,3.8
1054180,Steelhead,20,P1,0,8/1/18 1:40,8/1/18 1:49,0,,0,4
1054184,Steelhead,25,P4,1,8/1/18 3:44,8/1/18 3:47,0,9/1/18 5:19,1,4.6
1054248,APM,14,P2,1,8/1/18 17:26,8/1/18 17:43,0,8/1/18 19:06,0,4.2
1054291,Steelhead,58,P3,0,8/1/18 20:35,8/1/18 21:13,0,,0,5
1054304,NPM,4,P1,1,8/1/18 21:16,8/1/18 21:27,0,10/1/18 2:15,1,4.2
1054321,APM,0,P2,0,8/1/18 22:33,8/1/18 23:38,1,,0,4.75
1054375,Steelhead,7,P2,0,9/1/18 1:36,9/1/18 2:58,1,,0,4.2
1054412,Steelhead,21,P1,0,9/1/18 2:50,9/1/18 3:01,0,,0,5
1054484,Steelhead,0,P4,0,9/1/18 5:48,9/1/18 5:51,0,,0,5
1054499,Steelhead,9,P2,0,9/1/18 6:25,9/1/18 6:33,0,,0,5
1054512,APM,35,P1,0,9/1/18 6:54,9/1/18 7:11,0,,0,5
1054581,APM,1,P3,0,9/1/18 9:48,10/1/18 1:34,15,,0,4.6
1054583,Steelhead,142,P2,0,9/1/18 9:59,9/1/18 10:04,0,,0,2.5
1054688,NPM,13,P2,0,9/1/18 20:12,9/1/18 20:59,0,,0,3.8
1054749,Steelhead,21,P4,0,9/1/18 23:40,10/1/18 18:48,19,,0,5
1054774,Steelhead,6,P2,0,10/1/18 1:09,10/1/18 6:37,5,,0,5
1054821,NPM,2,P3,0,10/1/18 2:29,10/1/18 4:39,2,,0,4.8
1054828,Steelhead,13,P3,0,10/1/18 2:38,10/1/18 2:42,0,,0,5
1054989,Steelhead,7,P3,0,10/1/18 7:20,10/1/18 7:56,0,,0,4.8
1055083,Steelhead,1,P4,0,10/1/18 13:26,10/1/18 13:37,0,,0,5
1055105,Steelhead,215,P2,1,10/1/18 15:15,10/1/18 15:23,0,6/2/18 3:16,26,4.8
1055112,Steelhead,0,P1,0,10/1/18 16:22,10/1/18 16:25,0,,0,5
1055123,Steelhead,1,P4,0,10/1/18 18:35,10/1/18 18:43,0,,0,5
1055124,NPCM,1,P3,0,10/1/18 18:57,10/1/18 19:20,0,,0,4.2
1055174,Steelhead,446,P3,1,10/1/18 22:00,11/1/18 6:48,8,23/1/18 12:16,12,5
1055213,Steelhead,5,P2,0,10/1/18 23:56,11/1/18 2:58,3,,0,5
1055270,Steelhead,0,P4,0,11/1/18 1:59,11/1/18 2:17,0,,0,4.4
1055301,NPM,0,P3,0,11/1/18 2:44,11/1/18 5:48,3,,0,5
1055361,APM,0,P2,0,11/1/18 4:44,11/1/18 5:01,0,,0,4.4
1055465,Steelhead,12,P3,0,11/1/18 9:13,11/1/18 9:14,0,,0,4.8
1056074,Steelhead,83,P2,1,11/1/18 12:58,11/1/18 13:01,0,11/1/18 17:43,0,4
1056081,Steelhead,0,P3,0,11/1/18 13:17,11/1/18 13:31,0,,0,4.4
1056142,Steelhead,3,P3,0,11/1/18 18:52,11/1/18 19:28,0,,0,5
1056150,Steelhead,4,P4,0,11/1/18 19:16,12/1/18 1:23,6,,0,5
1056166,Steelhead,13,P4,0,11/1/18 20:37,12/1/18 3:49,7,,0,4
1056198,Steelhead,5,P2,0,11/1/18 22:16,11/1/18 23:31,1,,0,4
1056215,APM NPM,8,P2,0,11/1/18 22:51,12/1/18 3:01,4,,0,4.8
1056244,Steelhead,1,P2,0,11/1/18 23:58,12/1/18 0:05,0,,0,4.4
1056281,NPM,1,P2,0,12/1/18 0:55,12/1/18 1:12,0,,0,5
1056284,NPM,21,P1,1,12/1/18 0:56,12/1/18 1:05,0,24/1/18 3:53,12,4.2
1056285,Steelhead,75,P2,0,12/1/18 0:57,12/1/18 1:00,0,,0,3.6
1056309,Steelhead,12,P2,0,12/1/18 1:40,12/1/18 2:05,0,,0,4
1056326,SteelConnect,0,P2,0,12/1/18 2:21,12/1/18 4:47,2,,0,3.5
1056478,NPM,1,P4,0,12/1/18 7:54,12/1/18 8:36,0,,0,5
1056546,Steelhead,17,P2,0,12/1/18 12:32,12/1/18 12:49,0,,0,4.8
1056572,NPM,11,P3,0,12/1/18 14:52,12/1/18 16:57,2,,0,5
1056586,NPM,1,P4,0,12/1/18 16:26,12/1/18 16:49,0,,0,5
1056704,NPM,14,P2,0,13/1/18 0:50,13/1/18 0:50,0,,0,5
1056920,NPM,3,P3,0,13/1/18 9:13,13/1/18 10:20,1,,0,5
1056952,Steelhead,0,P2,0,13/1/18 13:37,13/1/18 14:26,0,,0,5
1057014,Steelhead,38,P2,0,14/1/18 23:46,15/1/18 0:09,0,,0,5
1057042,Steelhead,15,P2,0,15/1/18 11:32,15/1/18 12:32,1,,0,5
1057097,Steelhead,8,P2,0,15/1/18 16:39,15/1/18 18:24,1,,0,5
1057127,Steelhead,9,P2,0,15/1/18 19:27,15/1/18 20:00,0,,0,5
1057134,Steelhead,22,P3,0,15/1/18 19:41,15/1/18 21:00,1,,0,3.6
1057191,APM,4,P2,0,15/1/18 23:02,16/1/18 0:25,1,,0,4.2
1057220,NPM,18,P2,0,16/1/18 0:23,16/1/18 1:06,0,,0,4.2
1057221,NPM,7,P4,1,16/1/18 0:23,16/1/18 0:33,0,17/1/18 2:42,1,5
1057289,Steelhead,0,P3,0,16/1/18 2:40,16/1/18 2:47,0,,0,3.8
1057318,APM NPM,0,P4,0,16/1/18 3:41,16/1/18 3:51,0,,0,4.6
1057357,Steelhead,1,P2,0,16/1/18 5:19,16/1/18 5:34,0,,0,4
1057387,Steelhead,1,P2,0,16/1/18 6:38,16/1/18 7:08,0,,0,4
1057399,Steelhead,65,P2,0,16/1/18 7:47,16/1/18 9:49,2,,0,5
1057494,NPM,4,P4,0,16/1/18 16:07,16/1/18 16:28,0,,0,5
1057535,Steelhead,2,P3,0,16/1/18 19:54,17/1/18 1:28,5,,0,4.2
1057551,Steelhead,7,P3,0,16/1/18 20:35,16/1/18 22:40,2,,0,5
1057573,Steelhead,49,P2,0,16/1/18 21:55,16/1/18 22:58,1,,0,4.8
1057616,APM NPM,23,P2,0,17/1/18 0:07,17/1/18 0:10,0,,0,3.2
1057785,Steelhead,27,P2,0,17/1/18 7:12,17/1/18 7:35,0,,0,4.6
1057811,Steelhead,7,P2,0,17/1/18 8:02,18/1/18 1:24,17,,0,5
1057918,Steelhead,14,P1,0,17/1/18 16:52,17/1/18 16:54,0,,0,5
1057952,SteelConnect,0,P3,0,17/1/18 20:22,17/1/18 20:37,0,,0,4
1057954,Steelhead,5,P3,0,17/1/18 20:25,23/1/18 7:51,11,,0,5
1057999,SteelConnect,0,P3,0,17/1/18 22:59,17/1/18 23:09,0,,0,4
1058021,Steelhead,1,P1,0,18/1/18 0:06,18/1/18 0:11,0,,0,4.8
1058061,Steelhead,7,P2,0,18/1/18 1:41,18/1/18 1:43,0,,0,5
1058096,Steelhead,0,P3,0,18/1/18 2:49,18/1/18 3:06,0,,0,5
1058136,NPM,34,P3,1,18/1/18 3:53,18/1/18 4:01,0,25/1/18 6:20,7,5
1058194,APM,29,P3,1,18/1/18 5:59,18/1/18 5:59,0,25/1/18 1:40,6,4.6
1058219,APM,1,P4,0,18/1/18 7:16,18/1/18 8:16,1,,0,5
1058265,Steelhead,1,P3,0,18/1/18 9:30,18/1/18 10:21,0,,0,5
1058317,Steelhead,0,P4,0,18/1/18 14:33,18/1/18 15:08,0,,0,5
1058376,NPM,77,P1,1,18/1/18 20:53,18/1/18 21:11,0,23/1/18 5:01,4,4.4
1058477,NPM,0,P4,0,19/1/18 1:32,19/1/18 1:49,0,,0,4.8
1058492,NPM,6,P3,0,19/1/18 2:02,20/1/18 2:35,0,,0,5
1058518,APM,0,P3,0,19/1/18 2:42,19/1/18 7:46,5,,0,4.2
1058526,Steelhead,33,P3,0,19/1/18 2:56,19/1/18 4:19,1,,0,5
1058636,NPM,1,P4,0,19/1/18 6:48,19/1/18 8:25,1,,0,4.6
1058776,Steelhead,1,P4,0,19/1/18 10:34,19/1/18 14:15,3,,0,4.8
1058813,Steelhead,7,P1,1,19/1/18 13:40,19/1/18 14:16,0,19/1/18 18:00,0,4
1058923,APM,10,P2,1,20/1/18 0:42,20/1/18 1:12,0,20/1/18 8:19,0,5
1058967,Steelhead,4,P3,0,20/1/18 2:26,20/1/18 4:19,1,,0,5
1059107,APM,0,P1,0,20/1/18 8:29,20/1/18 8:33,0,,0,5
1059160,APM,35,P2,1,20/1/18 17:32,20/1/18 17:52,0,25/1/18 17:05,4,5
1059169,NPM,0,P3,0,20/1/18 21:06,,4,,0,4
1059245,Steelhead,7,P3,0,22/1/18 11:16,22/1/18 16:48,5,,0,4.6
1059294,Steelhead,5,P3,0,22/1/18 17:54,23/1/18 1:12,7,,0,4.2
1059312,Steelhead,1,P4,0,22/1/18 18:59,22/1/18 23:42,4,,0,5
1059334,Steelhead,3,P1,0,22/1/18 20:08,22/1/18 20:17,0,,0,4.6
1059392,NPCM,8,P3,0,22/1/18 23:22,23/1/18 0:37,1,,0,5
1059602,SteelConnect,6,P3,1,23/1/18 8:06,24/1/18 3:15,19,24/1/18 3:13,0,4
1059617,Steelhead,1,P4,0,23/1/18 9:01,23/1/18 18:38,9,,0,4.8
1059702,Steelhead,9,P4,0,23/1/18 14:33,23/1/18 19:35,5,,0,4.8
1059740,Steelhead,14,P2,0,23/1/18 18:53,23/1/18 22:27,3,,0,5
1059749,Steelhead,14,P3,0,23/1/18 19:27,24/1/18 1:53,6,,0,4
1059765,SteelConnect,7,P3,0,23/1/18 20:15,23/1/18 20:26,0,,0,4.6
1059767,Steelhead,7,P3,0,23/1/18 20:30,24/1/18 6:04,9,,0,4.6
1059789,APM,1,P4,0,23/1/18 22:03,24/1/18 5:11,7,,0,5
1059794,Steelhead,0,P3,0,23/1/18 22:39,24/1/18 1:46,3,,0,1
1059795,Steelhead,6,P1,0,23/1/18 22:46,23/1/18 23:23,0,,0,3.8
1059840,Steelhead,14,P2,0,24/1/18 1:17,24/1/18 2:05,0,,0,4.33
1059846,NPM,7,P2,0,24/1/18 1:46,24/1/18 2:01,0,,0,4.4
1059859,Steelhead,14,P3,0,24/1/18 2:15,24/1/18 7:34,5,,0,4.5
1059879,Steelhead,3,P3,0,24/1/18 2:47,24/1/18 4:14,1,,0,5
1059903,Steelhead,3,P2,0,24/1/18 3:29,24/1/18 5:05,1,,0,4.6
1059962,Steelhead,20,P3,0,24/1/18 5:30,25/1/18 1:06,19,,0,5
1059993,Steelhead,10,P2,0,24/1/18 6:30,24/1/18 6:37,0,,0,5
1060008,APM,20,P4,0,24/1/18 7:20,24/1/18 7:32,0,,0,5
1060056,APM,5,P4,0,24/1/18 10:31,24/1/18 14:58,4,,0,5
1060081,NPCM,5,P3,0,24/1/18 12:50,24/1/18 13:11,0,,0,5
1060142,SteelConnect,0,P4,0,24/1/18 18:32,24/1/18 19:18,0,,0,4.8
1060179,Steelhead,3,P3,0,24/1/18 21:08,25/1/18 9:15,12,,0,5
1060189,NPM,34,P3,1,24/1/18 21:21,25/1/18 0:11,2,2/2/18 21:04,8,5
1060236,Steelhead,45,P3,0,24/1/18 23:47,25/1/18 11:28,11,,0,5
1060242,SteelConnect,1,P4,0,24/1/18 23:56,25/1/18 0:51,0,,0,5
1060375,APM,13,P3,0,25/1/18 4:23,25/1/18 4:48,0,,0,4.4
1060378,Steelhead,0,P3,0,25/1/18 4:29,25/1/18 4:32,0,,0,5
1060445,Steelhead,5,P4,0,25/1/18 7:07,25/1/18 8:49,1,,0,3.4
1060545,APM,12,P3,0,25/1/18 12:03,25/1/18 21:51,9,,0,2
1060601,Steelhead,28,P3,0,25/1/18 17:57,25/1/18 18:57,1,,0,3
1060675,APM NPM,43,P3,0,25/1/18 23:17,26/1/18 2:51,3,,0,5
1060692,Steelhead,6,P4,0,25/1/18 23:45,26/1/18 8:40,8,,0,5
1060705,Steelhead,5,P2,0,26/1/18 0:20,26/1/18 1:10,0,,0,5
1060812,NPM,7,P2,0,26/1/18 5:00,26/1/18 5:07,0,,0,4.2
1060975,Steelhead,5,P2,0,26/1/18 17:18,26/1/18 17:34,0,,0,5
1060997,Steelhead,43,P3,1,26/1/18 19:54,26/1/18 19:58,0,26/1/18 22:36,0,5
1061024,Steelhead,5,P2,0,26/1/18 22:27,27/1/18 0:39,2,,0,5
1061119,NPM,12,P1,1,27/1/18 2:34,27/1/18 3:05,0,6/2/18 2:02,9,3.8
1061129,Steelhead,11,P2,0,27/1/18 3:01,27/1/18 6:03,3,,0,5
1061154,Steelhead,33,P3,0,27/1/18 4:02,27/1/18 18:39,14,,0,4.75
1061305,APM,0,P3,0,27/1/18 13:13,27/1/18 13:37,0,,0,5
1061318,Steelhead,15,P2,0,27/1/18 22:41,28/1/18 0:55,2,,0,5
1061508,Steelhead,16,P3,0,29/1/18 20:05,29/1/18 23:39,3,,0,4
1061576,Steelhead,2,P2,0,29/1/18 23:08,30/1/18 0:06,0,,0,5
1061630,NPCM,14,P3,0,30/1/18 1:27,30/1/18 3:47,2,,0,5
1061687,Steelhead,1,P2,0,30/1/18 3:19,30/1/18 3:51,0,,0,4.8
1061717,Steelhead,8,P4,1,30/1/18 4:39,30/1/18 12:28,7,2/2/18 6:42,3,5
1061731,Steelhead,2,P2,0,30/1/18 5:05,30/1/18 5:18,0,,0,5
1061778,NPM,2,P2,0,30/1/18 7:20,30/1/18 8:05,0,,0,5
1061822,Steelhead,0,P4,0,30/1/18 9:24,30/1/18 9:29,0,,0,4.4
1061979,Steelhead,0,P2,0,30/1/18 21:35,30/1/18 21:53,0,,0,5
1062014,Steelhead,10,P2,0,30/1/18 23:22,31/1/18 3:18,3,,0,4.8
1062029,Steelhead,3,P2,0,31/1/18 0:38,31/1/18 4:21,3,,0,4.6
1062076,NPCM,20,P4,0,31/1/18 2:11,6/2/18 1:15,23,,0,5
1062125,Steelhead,83,P3,1,31/1/18 3:30,31/1/18 3:34,0,31/1/18 5:43,0,4.8
1062190,Steelhead,21,P3,0,31/1/18 6:02,31/1/18 6:03,0,,0,5
1062208,Steelhead,92,P3,1,31/1/18 6:34,31/1/18 6:36,0,6/2/18 11:51,6,1
1062264,Steelhead,1,P4,0,31/1/18 9:42,31/1/18 9:53,0,,0,5
1062391,Steelhead,36,P3,0,31/1/18 20:57,1/2/18 0:50,3,,0,4.8
1062465,Steelhead,12,P3,0,1/2/18 1:32,1/2/18 1:33,0,,0,5
1062486,NPCM,8,P4,0,1/2/18 2:08,1/2/18 2:52,0,,0,4
1062504,Steelhead,0,P2,0,1/2/18 2:48,1/2/18 2:53,0,,0,4.4
1062542,APM,8,P3,0,1/2/18 3:44,1/2/18 12:14,8,,0,3.8
1062560,NPM,0,P2,0,1/2/18 4:17,1/2/18 4:29,0,,0,4.8
1062761,Steelhead,157,P2,1,1/2/18 15:42,1/2/18 16:37,0,17/4/18 11:42,14,5
1062812,Steelhead,15,P2,0,1/2/18 20:00,1/2/18 20:24,0,,0,5
1062834,Steelhead,7,P2,0,1/2/18 21:15,1/2/18 22:22,1,,0,4.8
1062848,Steelhead,84,P3,0,1/2/18 21:37,1/2/18 21:49,0,,0,4
1062857,Steelhead,1,P3,0,1/2/18 22:11,2/2/18 1:49,3,,0,5
1062866,Steelhead,5,P4,0,1/2/18 22:31,2/2/18 2:25,3,,0,4
1062881,Steelhead,4,P2,0,1/2/18 23:27,1/2/18 23:30,0,,0,5
1062907,APM,11,P3,0,2/2/18 0:30,2/2/18 1:01,0,,0,4.33
1062930,NPM,15,P1,1,2/2/18 1:19,2/2/18 1:29,0,2/2/18 2:06,0,5
1062966,Steelhead,8,P4,0,2/2/18 2:50,2/2/18 2:53,0,,0,5
1063041,APM,0,P4,0,2/2/18 5:27,2/2/18 5:47,0,,0,5
1063122,NPM,12,P4,0,2/2/18 8:45,2/2/18 11:14,2,,0,5
1063190,Steelhead,60,P2,1,2/2/18 13:24,2/2/18 13:32,0,5/2/18 18:31,3,4
1063253,Steelhead,14,P3,0,2/2/18 18:08,2/2/18 18:44,0,,0,3
1063256,Steelhead,1,P3,0,2/2/18 18:40,2/2/18 18:42,0,,0,5
1063319,NPM,12,P2,0,3/2/18 0:02,3/2/18 1:07,1,,0,3.8
1063338,Steelhead,7,P3,0,3/2/18 1:10,3/2/18 1:31,0,,0,5
1063339,Steelhead,6,P3,0,3/2/18 1:10,3/2/18 2:04,0,,0,4.8
1063426,NPCM,97,P2,1,3/2/18 3:41,3/2/18 5:16,1,15/2/18 6:34,12,3.4
1063549,Steelhead,0,P4,0,3/2/18 8:41,3/2/18 9:50,1,,0,4.4
1063560,APM NPM,4,P2,0,3/2/18 9:32,3/2/18 10:28,0,,0,4
1063615,Steelhead,0,P3,0,4/2/18 2:42,4/2/18 2:52,0,,0,4.8
1063722,Steelhead,21,P2,1,5/2/18 14:17,5/2/18 14:37,0,14/2/18 16:26,9,4
1063735,Steelhead,7,P2,0,5/2/18 15:15,5/2/18 15:58,0,,0,3.25
1063774,NPM,8,P2,0,5/2/18 19:26,5/2/18 20:01,0,,0,4.8
1063802,APM NPM,21,P4,0,5/2/18 21:16,6/2/18 2:39,5,,0,3.75
1063829,APM NPM,14,P3,0,5/2/18 22:54,6/2/18 2:07,3,,0,4.4
1063859,Steelhead,10,P3,0,6/2/18 1:08,6/2/18 2:25,1,,0,4.6
1063877,NPM,0,P2,0,6/2/18 1:44,6/2/18 2:17,0,,0,4.8
1063900,Steelhead,45,P3,0,6/2/18 2:15,6/2/18 3:35,1,,0,5
1063940,Steelhead,2,P3,0,6/2/18 3:32,6/2/18 3:34,0,,0,5
1063957,Steelhead,1,P3,0,6/2/18 4:02,6/2/18 4:23,0,,0,5
1063982,Steelhead,3,P2,0,6/2/18 5:02,6/2/18 5:02,0,,0,4.8
1064039,Steelhead,3,P3,0,6/2/18 7:14,6/2/18 7:59,0,,0,4.8
1064068,Steelhead,8,P4,0,6/2/18 8:45,6/2/18 9:01,0,,0,4.6
1064085,NPM,15,P3,0,6/2/18 9:36,6/2/18 12:11,2,,0,5
1064123,NPM,29,P2,0,6/2/18 12:14,6/2/18 16:45,4,,0,4
1064200,APM,3,P3,0,6/2/18 20:10,6/2/18 22:26,2,,0,4.6
1064212,Steelhead,59,P2,0,6/2/18 20:38,6/2/18 23:02,2,,0,4.6
1064218,NPM,37,P3,1,6/2/18 20:46,7/2/18 4:25,7,10/2/18 4:03,3,4.8
1064223,Steelhead,1,P2,0,6/2/18 21:01,6/2/18 21:27,0,,0,4.8
1064266,NPM,7,P2,0,6/2/18 23:45,6/2/18 23:48,0,,0,4.4
1064276,Steelhead,2,P1,1,7/2/18 0:21,7/2/18 0:30,0,8/2/18 2:52,1,4
1064328,NPM,1,P2,0,7/2/18 2:03,7/2/18 3:39,1,,0,4.8
1064352,Steelhead,10,P1,0,7/2/18 2:38,7/2/18 2:45,0,,0,5
1064354,Steelhead,8,P1,0,7/2/18 2:39,7/2/18 2:46,0,,0,4.8
1064355,Steelhead,2,P3,0,7/2/18 2:40,7/2/18 3:24,0,,0,5
1064381,Steelhead,1,P2,0,7/2/18 3:02,7/2/18 3:05,0,,0,4
1064416,Steelhead,23,P3,0,7/2/18 4:01,7/2/18 13:13,9,,0,5
1064479,Steelhead,6,P2,0,7/2/18 5:44,7/2/18 8:15,2,,0,4.4
1064500,Steelhead,8,P2,0,7/2/18 6:29,7/2/18 6:40,0,,0,5
1064738,APM,1,P3,0,7/2/18 22:56,7/2/18 23:17,0,,0,4.6
1064758,Steelhead,29,P2,1,8/2/18 0:21,8/2/18 1:41,1,13/2/18 22:44,5,4.8
1064782,APM,5,P3,0,8/2/18 1:43,8/2/18 4:15,2,,0,3
1064795,Steelhead,30,P2,0,8/2/18 2:01,8/2/18 5:46,3,,0,5
1064806,Steelhead,1,P3,0,8/2/18 2:15,8/2/18 2:27,0,,0,4.4
1064810,NPM,2,P3,0,8/2/18 2:22,8/2/18 2:26,0,,0,2.8
1064820,Steelhead,13,P2,0,8/2/18 2:48,8/2/18 3:24,0,,0,5
1064883,Steelhead,1,P3,0,8/2/18 5:04,8/2/18 5:24,0,,0,4.6
1064894,NPM,0,P3,0,8/2/18 5:29,8/2/18 5:37,0,,0,4.75
1064925,Steelhead,1,P3,0,8/2/18 6:31,8/2/18 7:31,1,,0,4.8
1064970,Steelhead,6,P3,0,8/2/18 8:26,8/2/18 8:31,0,,0,5
1065021,Steelhead,12,P4,0,8/2/18 11:37,8/2/18 11:55,0,,0,5
1065085,Steelhead,14,P2,0,8/2/18 14:23,8/2/18 16:49,2,,0,5
1065102,Steelhead,12,P2,0,8/2/18 15:28,8/2/18 16:10,0,,0,4.8
1065164,APM,0,P4,0,8/2/18 20:18,8/2/18 20:50,0,,0,4.5
1065524,SteelConnect,4,P4,0,9/2/18 8:51,9/2/18 9:35,0,,0,5
1065581,SteelConnect,1,P2,0,9/2/18 13:12,9/2/18 13:28,0,,0,5
1065618,Steelhead,3,P4,0,9/2/18 18:06,10/2/18 3:13,9,,0,4.5
1065637,Steelhead,0,P2,0,9/2/18 20:26,9/2/18 20:32,0,,0,5
1065667,APM,28,P1,1,9/2/18 22:00,9/2/18 22:05,0,10/2/18 2:20,0,5
1065674,Steelhead,272,P2,1,9/2/18 22:24,10/2/18 10:48,12,15/2/18 12:16,5,2.2
1065683,NPM,3,P3,0,9/2/18 23:11,10/2/18 6:51,7,,0,5
1065730,Steelhead,4,P1,0,10/2/18 1:46,10/2/18 1:49,0,,0,5
1065807,Steelhead,0,P3,0,10/2/18 4:58,10/2/18 5:22,0,,0,5
1065834,Steelhead,0,P4,0,10/2/18 5:53,10/2/18 6:00,0,,0,3.8
1065905,Steelhead,3,P2,0,10/2/18 8:52,10/2/18 12:41,3,,0,5
1065956,Steelhead,34,P2,0,10/2/18 23:30,11/2/18 0:22,0,,0,4.8
1066031,Steelhead,9,P4,0,12/2/18 8:46,12/2/18 9:28,0,,0,5
1066161,NPCM,16,P4,0,12/2/18 23:26,13/2/18 3:11,3,,0,4.6
1066241,APM,9,P3,0,13/2/18 3:31,13/2/18 3:39,0,,0,5
1066337,NPCM,4,P3,0,13/2/18 7:25,13/2/18 11:30,4,,0,3.6
1066497,Steelhead,6,P2,0,13/2/18 20:09,13/2/18 20:42,0,,0,5
1066543,NPM,23,P3,1,13/2/18 22:34,14/2/18 1:51,3,17/2/18 1:39,3,4.6
1066559,Steelhead,14,P3,0,13/2/18 23:44,14/2/18 5:31,5,,0,5
1066560,NPM,9,P3,0,13/2/18 23:50,14/2/18 1:36,1,,0,3.2
1066563,Steelhead,2,P2,1,14/2/18 0:01,14/2/18 0:03,0,14/2/18 23:10,0,4.8
1066566,NPM,9,P2,0,14/2/18 0:11,14/2/18 1:18,1,,0,3.2
1066568,APM,0,P2,0,14/2/18 0:18,14/2/18 0:47,0,,0,4.2
1066578,Steelhead,7,P4,0,14/2/18 0:47,14/2/18 1:08,0,,0,4.6
1066585,Steelhead,7,P2,0,14/2/18 1:10,14/2/18 1:17,0,,0,4
1066598,Steelhead,52,P3,1,14/2/18 1:40,14/2/18 3:15,1,15/2/18 21:01,1,4.6
1066636,Steelhead,0,P2,0,14/2/18 2:39,14/2/18 2:49,0,,0,5
1066641,Steelhead,1,P2,0,14/2/18 2:46,14/2/18 3:30,0,,0,4.6
1066650,NPCM,22,P3,0,14/2/18 2:56,14/2/18 10:27,7,,0,4.4
1066667,Steelhead,1,P1,0,14/2/18 3:30,14/2/18 3:36,0,,0,1.8
1066730,Steelhead,1,P3,0,14/2/18 6:18,15/2/18 0:27,18,,0,5
1066767,Steelhead,8,P4,0,14/2/18 7:47,14/2/18 9:29,1,,0,5
1066785,Steelhead,6,P3,0,14/2/18 8:30,14/2/18 9:08,0,,0,5
1066879,Steelhead,0,P2,0,14/2/18 16:30,14/2/18 16:32,0,,0,5
1066881,NPCM,14,P3,0,14/2/18 16:33,14/2/18 16:46,0,,0,3.4
1066934,Steelhead,13,P3,0,14/2/18 21:28,15/2/18 2:37,5,,0,5
1067040,Steelhead,26,P3,0,15/2/18 2:31,15/2/18 4:04,1,,0,5
1067064,SteelConnect,1,P2,0,15/2/18 3:29,15/2/18 5:57,2,,0,4.8
1067094,APM,48,P4,1,15/2/18 4:33,15/2/18 5:04,0,27/2/18 4:31,11,5
1067110,Steelhead,8,P2,0,15/2/18 4:56,15/2/18 4:58,0,,0,4.8
1067329,Steelhead,18,P3,0,15/2/18 19:31,16/2/18 9:42,14,,0,5
1067368,APM,64,P3,0,15/2/18 22:06,15/2/18 22:15,0,,0,4.8
